"indiv","pack","sex","daten","litter","index","rain","rainsd","brain","f","smlh","avweight","avage","dup","old_index","litter_eobservations","escort_eobservations","record_end","litter_eobservations2","fhresid"
"DM193","11","M",41190,"D1107",0.5,52.4916666666667,51.0427353629616,2.04,0.25,0.684960130128865,1209,352,FALSE,0.5,2,1,42248,2,-0.193871901391804
"DM192","11","M",41191,"D1107",0.5,52.4916666666667,51.0427353629616,2.04,0,0.928157706992922,1346,363,FALSE,0.5,2,1,42532,2,-0.0858744116019858
"BM558","1B","M",41369,"B1202",0.6,70.2416666666667,43.8754323124691,6.10666666666667,0,1.00500173851581,1401.66666666667,359.333333333333,FALSE,0.75,15,9,42532,15,-0.00903038007909773
"BF561","1B","F",41369,"B1202",0.733333333333333,70.2416666666667,43.8754323124691,6.10666666666667,0.115234375,1.06151813263852,1203.66666666667,359.333333333333,FALSE,NA,15,11,42532,15,0.109804804179391
"BM562","1B","M",41369,"B1202",0.8,70.2416666666667,43.8754323124691,6.10666666666667,0.099609375,1.25476368357347,1364.33333333333,359.333333333333,FALSE,0.923076923076923,15,12,41652,15,0.294600349672205
"BM563","1B","M",41369,"B1202",0.733333333333333,70.2416666666667,43.8754323124691,6.10666666666667,0,0.949168308598265,1344.33333333333,359.333333333333,FALSE,0.846153846153846,15,11,41429,15,-0.0648638099966427
"BM564","1B","M",41369,"B1202",0.666666666666667,70.2416666666667,43.8754323124691,6.10666666666667,0,0.869485643757302,1596.33333333333,359.333333333333,FALSE,0.909090909090909,15,10,42532,15,-0.144546474837606
"BF566","1B","F",41369,"B1202",0.8,70.2416666666667,43.8754323124691,6.10666666666667,0,0.764699252742546,1615.33333333333,359.333333333333,FALSE,0.923076923076923,15,12,42003,15,-0.249332865852361
"BM567","1B","M",41369,"B1202",0.933333333333333,70.2416666666667,43.8754323124691,6.10666666666667,0.099609375,0.969590119124955,1481.66666666667,359.333333333333,FALSE,0.933333333333333,15,14,41474,15,0.00942678522368917
"BF569","1B","F",41369,"B1202",0.666666666666667,70.2416666666667,43.8754323124691,6.10666666666667,0,1.1166685983509,1385.66666666667,359.333333333333,FALSE,0.769230769230769,15,10,41401,15,0.102636479755992
